"","citycode","Year","Month","Day","Pre","p1"
"78",110000,2019,3,19,0,0
"79",110000,2019,3,20,0,0
"80",110000,2019,3,21,0,0
"81",110000,2019,3,22,0,0
"82",110000,2019,3,23,0,0
"83",110000,2019,3,24,0,0
"84",110000,2019,3,25,0.040032358,0
"85",110000,2019,3,26,0,0
"86",110000,2019,3,27,0,0
"87",110000,2019,3,28,0.000704972,0
"88",110000,2019,3,29,0.051211202,0
"89",110000,2019,3,30,1.426763263,0
"90",110000,2019,3,31,1.698932912,0
"91",110000,2019,4,1,10.26832474,0
"92",110000,2019,4,2,1.424597982,0
"93",110000,2019,4,3,0.018379635,0
"94",110000,2019,4,4,0.001158169,0
"95",110000,2019,4,5,0,0
"96",110000,2019,4,6,0,0
"97",110000,2019,4,7,0,0
"98",110000,2019,4,8,0.049599838,0
"99",110000,2019,4,9,0.514931919,0
"100",110000,2019,4,10,0.761219043,0
"101",110000,2019,4,11,10.39617638,0
"102",110000,2019,4,12,2.188536205,0
"103",110000,2019,4,13,0,0
"104",110000,2019,4,14,0,0
"105",110000,2019,4,15,0.131880178,0
"106",110000,2019,4,16,0,0
"107",110000,2019,4,17,0.001007103,0
"108",110000,2019,4,18,0.982479634,0
"109",110000,2019,4,19,0,0
"110",110000,2019,4,20,0.003927703,0
"111",110000,2019,4,21,0.13404545,0
"112",110000,2019,4,22,0,0
"113",110000,2019,4,23,0,0
"114",110000,2019,4,24,0,0
"115",110000,2019,4,25,0,0
"116",110000,2019,4,26,0.023415152,0
"117",110000,2019,4,27,1.430338473,0
"118",110000,2019,4,28,0.325596502,0
"119",110000,2019,4,29,0,0
"120",110000,2019,4,30,0,0
"121",110000,2019,5,1,7.640590719,0
"122",110000,2019,5,2,0.005085872,0
"123",110000,2019,5,3,0,0
"124",110000,2019,5,4,0,0
"125",110000,2019,5,5,0,0
"126",110000,2019,5,6,0.48502095,0
"127",110000,2019,5,7,1.933789414,0
"128",110000,2019,5,8,1.757143494,0
"129",110000,2019,5,9,3.216536871,0
"130",110000,2019,5,10,18.23541826,0
"131",110000,2019,5,11,0.184753102,0
"132",110000,2019,5,12,0.048743801,0
"133",110000,2019,5,13,0,0
"134",110000,2019,5,14,0.655171058,0
"135",110000,2019,5,15,0.001510655,0
"136",110000,2019,5,16,0,0
"137",110000,2019,5,17,4.919548659,0
"138",110000,2019,5,18,0.000302131,0
"139",110000,2019,5,19,0,0
"140",110000,2019,5,20,0.000352486,0
"141",110000,2019,5,21,0.000302131,0
"142",110000,2019,5,22,0.003978058,0
"143",110000,2019,5,23,0.307821124,0
"144",110000,2019,5,24,0.235158624,0
"145",110000,2019,5,25,0,0
"146",110000,2019,5,26,0,0
"147",110000,2019,5,27,0,0
"148",110000,2019,5,28,5.351495213,0
"149",110000,2019,5,29,0.216728633,0
"150",110000,2019,5,30,0.111889178,0
"151",110000,2019,5,31,0.172063602,0
"152",110000,2019,6,1,1.021454547,0
"153",110000,2019,6,2,0,0
"154",110000,2019,6,3,0.373484263,0
"155",110000,2019,6,4,12.8970154,0
"156",110000,2019,6,5,0.711518486,0
"157",110000,2019,6,6,2.980169724,0
"158",110000,2019,6,7,0.326805023,0
"159",110000,2019,6,8,0.248250968,0
"160",110000,2019,6,9,0.832270182,0
"161",110000,2019,6,10,4.840893874,0
"162",110000,2019,6,11,0.587896557,0
"163",110000,2019,6,12,0.637748173,0
"164",110000,2019,6,13,1.347957416,0
"165",110000,2019,6,14,0.050858718,0
"166",110000,2019,6,15,0.684930965,0
"167",110000,2019,6,16,1.433661911,0
"168",110000,2019,6,17,4.252745511,0
"169",110000,2019,6,18,1.271316863,0
"170",110000,2019,6,19,3.247455005,0
"171",110000,2019,6,20,0.0000504,0
"172",110000,2019,6,21,0.120600622,0
"173",110000,2019,6,22,0.420717406,0
"174",110000,2019,6,23,1.824065519,0
"175",110000,2019,6,24,2.322631982,0
"176",110000,2019,6,25,3.384622503,0
"177",110000,2019,6,26,3.251382687,0
"178",110000,2019,6,27,0.850146261,0
"179",110000,2019,6,28,0.513874461,0
"180",110000,2019,6,29,4.629049637,0
"181",110000,2019,6,30,2.314877315,0
"182",110000,2019,7,1,0.257516317,0
"183",110000,2019,7,2,0.0000504,0
"184",110000,2019,7,3,0.135102908,0
"185",110000,2019,7,4,2.631560942,0
"186",110000,2019,7,5,0.058462347,0
"187",110000,2019,7,6,0.014502288,0
"188",110000,2019,7,7,0.089481129,0
"189",110000,2019,7,8,0.002769534,0
"190",110000,2019,7,9,0,0
"191",110000,2019,7,10,0.165970631,0
"192",110000,2019,7,11,0.157712378,0
"193",110000,2019,7,12,0.004531965,0
"194",110000,2019,7,13,1.007153661,0
"195",110000,2019,7,14,2.667363496,0
"196",110000,2019,7,15,6.180945501,0
"197",110000,2019,7,16,13.08760954,1
"198",110000,2019,7,17,13.8647913,1
"199",110000,2019,7,18,14.45777385,1
"200",110000,2019,7,19,22.70932346,1
"201",110000,2019,7,20,3.460406973,0
"202",110000,2019,7,21,5.987430612,0
"203",110000,2019,7,22,9.996910273,0
"204",110000,2019,7,23,4.068999498,0
"205",110000,2019,7,24,1.837560702,0
"206",110000,2019,7,25,0.252229023,0
"207",110000,2019,7,26,1.703112424,0
"208",110000,2019,7,27,14.21994618,0
"209",110000,2019,7,28,9.395468234,0
"210",110000,2019,7,29,14.84812689,1
"211",110000,2019,7,30,35.96340748,1
"212",110000,2019,7,31,2.585234185,0
"213",110000,2019,8,1,12.97763404,0
"214",110000,2019,8,2,0.800697503,0
"215",110000,2019,8,3,2.410904621,0
"216",110000,2019,8,4,0.0000504,0
"217",110000,2019,8,5,6.121022795,0
"218",110000,2019,8,6,1.731563084,0
"219",110000,2019,8,7,2.413623777,0
"220",110000,2019,8,8,0.26028585,0
"221",110000,2019,8,9,0.257818446,0
"222",110000,2019,8,10,0.109220355,0
"223",110000,2019,8,11,0.113248768,0
"224",110000,2019,8,12,0.027594631,0
"225",110000,2019,8,13,0.058663768,0
"226",110000,2019,8,14,0.00010071,0
"227",110000,2019,8,15,0,0
"228",110000,2019,8,16,0.05594459,0
"229",110000,2019,8,17,2.075237076,0
"230",110000,2019,8,18,4.382561108,0
"231",110000,2019,8,19,18.93590884,0
"232",110000,2019,8,20,0.383404228,0
"233",110000,2019,8,21,0.114004093,0
"234",110000,2019,8,22,3.308032251,0
"235",110000,2019,8,23,7.861649786,0
"236",110000,2019,8,24,1.535026871,0
"237",110000,2019,8,25,0.507680779,0
"238",110000,2019,8,26,2.829003513,0
"239",110000,2019,8,27,3.416195132,0
"240",110000,2019,8,28,1.521682734,0
"241",110000,2019,8,29,12.81513784,1
"242",110000,2019,8,30,15.55939352,1
"243",110000,2019,8,31,19.13732963,1
"244",110000,2019,9,1,7.824286361,0
"245",110000,2019,9,2,0.150360525,0
"246",110000,2019,9,3,0.369858692,0
"247",110000,2019,9,4,36.61540599,1
"248",110000,2019,9,5,11.80410685,1
"249",110000,2019,9,6,0.036759271,0
"250",110000,2019,9,7,0.020796684,0
"251",110000,2019,9,8,0.04239905,0
"252",110000,2019,9,9,1.146788536,0
"253",110000,2019,9,10,9.099329485,0
"254",110000,2019,9,11,0.357068483,0
"255",110000,2019,9,12,0,0
"256",110000,2019,9,13,0,0
"257",110000,2019,9,14,0.000201421,0
"258",110000,2019,9,15,0,0
"259",110000,2019,9,16,0,0
"260",110000,2019,9,17,3.456328198,0
"261",110000,2019,9,18,0.175991301,0
"262",110000,2019,9,19,0.004380899,0
"263",110000,2019,9,20,0.139937007,0
"264",110000,2019,9,21,0.036859982,0
"265",110000,2019,9,22,5.627089051,0
"266",110000,2019,9,23,0.088876867,0
"267",110000,2019,9,24,8.141121066,0
"268",110000,2019,9,25,0.0000504,0
"269",110000,2019,9,26,0.025530069,0
"270",110000,2019,9,27,3.269510577,0
"271",110000,2019,9,28,4.751664492,0
"272",110000,2019,9,29,10.28740927,0
"273",110000,2019,9,30,8.011960062,0
"274",110000,2019,10,1,0,0
"275",110000,2019,10,2,0,0
"276",110000,2019,10,3,0.001359589,0
"277",110000,2019,10,4,0.004028413,0
"278",110000,2019,10,5,0,0
"279",110000,2019,10,6,0,0
"280",110000,2019,10,7,0.965358874,0
"281",110000,2019,10,8,0,0
"282",110000,2019,10,9,0.010272454,0
"283",110000,2019,10,10,0.002366693,0
"284",110000,2019,10,11,0,0
"285",110000,2019,10,12,0,0
"286",110000,2019,10,13,0.066569528,0
"287",110000,2019,10,14,0.351630123,0
"288",110000,2019,10,15,0,0
"289",110000,2019,10,16,0,0
"290",110000,2019,10,17,0.086056979,0
"291",110000,2019,10,18,0.00156101,0
"292",110000,2019,10,19,0.034795419,0
"293",110000,2019,10,20,7.883101176,0
"294",110000,2019,10,21,11.07994924,0
"295",110000,2019,10,22,1.182490356,0
"296",110000,2019,10,23,0.000251776,0
"297",110000,2019,10,24,0,0
"298",110000,2019,10,25,1.97427498,0
"299",110000,2019,10,26,0.136059657,0
"300",110000,2019,10,27,0.002114917,0
"301",110000,2019,10,28,0,0
"302",110000,2019,10,29,0,0
"303",110000,2019,10,30,0,0
"304",110000,2019,10,31,0,0
"305",110000,2019,11,1,0,0
"306",110000,2019,11,2,0,0
"307",110000,2019,11,3,0,0
"308",110000,2019,11,4,0.601240674,0
"309",110000,2019,11,5,8.344203475,0
"310",110000,2019,11,6,14.10483424,0
"311",110000,2019,11,7,0.273529258,0
"312",110000,2019,11,8,0.044866453,0
"313",110000,2019,11,9,0.087769054,0
"314",110000,2019,11,10,0.936908207,0
"315",110000,2019,11,11,0.228108899,0
"316",110000,2019,11,12,0.2470928,0
"317",110000,2019,11,13,0.301778506,0
"318",110000,2019,11,14,0.018429991,0
"319",110000,2019,11,15,1.921804874,0
"320",110000,2019,11,16,0.050758007,0
"321",110000,2019,11,17,1.100663209,0
"322",110000,2019,11,18,0.36754235,0
"323",110000,2019,11,19,8.772222342,0
"324",110000,2019,11,20,6.283065813,0
"325",110000,2019,11,21,6.243234811,0
"326",110000,2019,11,22,8.05642361,0
"327",110000,2019,11,23,0.016113653,0
"328",110000,2019,11,24,0.991644273,0
"329",110000,2019,11,25,0.013847671,0
"330",110000,2019,11,26,0.006797947,0
"331",110000,2019,11,27,0.076539851,0
"332",110000,2019,11,28,0.170401881,0
"333",110000,2019,11,29,0,0
"334",110000,2019,11,30,0.169495487,0
"335",110000,2019,12,1,0.195327688,0
"336",110000,2019,12,2,0.009416416,0
"337",110000,2019,12,3,0.000201421,0
"338",110000,2019,12,4,0,0
"339",110000,2019,12,5,0,0
"340",110000,2019,12,6,0.221310951,0
"341",110000,2019,12,7,0.023868349,0
"342",110000,2019,12,8,1.270460819,0
"343",110000,2019,12,9,0.018278925,0
"344",110000,2019,12,10,0.00010071,0
"345",110000,2019,12,11,0,0
"346",110000,2019,12,12,0,0
"347",110000,2019,12,13,1.792341764,0
"348",110000,2019,12,14,0.037413888,0
"349",110000,2019,12,15,0.005085872,0
"350",110000,2019,12,16,0.00010071,0
"351",110000,2019,12,17,0,0
"352",110000,2019,12,18,0,0
"353",110000,2019,12,19,0,0
"354",110000,2019,12,20,0.002215627,0
"355",110000,2019,12,21,0,0
"356",110000,2019,12,22,0,0
"357",110000,2019,12,23,0.000755327,0
"358",110000,2019,12,24,0.000251776,0
"359",110000,2019,12,25,0,0
"360",110000,2019,12,26,0.149353421,0
"361",110000,2019,12,27,0.01072565,0
"362",110000,2019,12,28,0,0
"363",110000,2019,12,29,0.026386107,0
"364",110000,2019,12,30,0,0
"365",110000,2019,12,31,0,0
"1461",110000,2020,1,1,0,0
"1462",110000,2020,1,2,0,0
"1463",110000,2020,1,3,0,0
"1464",110000,2020,1,4,0,0
"1465",110000,2020,1,5,0,0
"1466",110000,2020,1,6,0,0
"1467",110000,2020,1,7,0,0
"1468",110000,2020,1,8,0.021870939,0
"1469",110000,2020,1,9,0,0
"1470",110000,2020,1,10,0.571117908,0
"1471",110000,2020,1,11,0.628963066,0
"1472",110000,2020,1,12,0.0000868,0
"1473",110000,2020,1,13,0,0
"1474",110000,2020,1,14,0,0
"1475",110000,2020,1,15,0.000216974,0
"1476",110000,2020,1,16,0.017922019,0
"1477",110000,2020,1,17,2.540023122,0
"1478",110000,2020,1,18,0,0
"1479",110000,2020,1,19,0.000520737,0
"1480",110000,2020,1,20,0.000173579,0
"1481",110000,2020,1,21,0,0
"1482",110000,2020,1,22,0.045087114,0
"1483",110000,2020,1,23,0.001128263,0
"1484",110000,2020,1,24,0,0
"1485",110000,2020,1,25,0.000347158,0
"1486",110000,2020,1,26,0.001345236,0
"1487",110000,2020,1,27,0,0
"1488",110000,2020,1,28,0,0
"1489",110000,2020,1,29,0.031200804,0
"1490",110000,2020,1,30,0,0
"1491",110000,2020,1,31,0.184861506,0
"1492",110000,2020,2,1,0,0
"1493",110000,2020,2,2,0,0
"1494",110000,2020,2,3,0.0000868,0
"1495",110000,2020,2,4,0.006422419,0
"1496",110000,2020,2,5,0.003254604,0
"1497",110000,2020,2,6,0.011716574,0
"1498",110000,2020,2,7,0,0
"1499",110000,2020,2,8,0,0
"1500",110000,2020,2,9,0,0
"1501",110000,2020,2,10,0,0
"1502",110000,2020,2,11,0,0
"1503",110000,2020,2,12,0.48771326,0
"1504",110000,2020,2,13,0.036625144,0
"1505",110000,2020,2,14,0,0
"1506",110000,2020,2,15,0,0
"1507",110000,2020,2,16,0,0
"1508",110000,2020,2,17,0,0
"1509",110000,2020,2,18,0,0
"1510",110000,2020,2,19,0.014927784,0
"1511",110000,2020,2,20,13.16604472,0
"1512",110000,2020,2,21,1.061955577,0
"1513",110000,2020,2,22,0,0
"1514",110000,2020,2,23,0.001084868,0
"1515",110000,2020,2,24,0,0
"1516",110000,2020,2,25,0.005988471,0
"1517",110000,2020,2,26,0,0
"1518",110000,2020,2,27,0.001084868,0
"1519",110000,2020,2,28,0,0
"1520",110000,2020,2,29,0.013625942,0
"1521",110000,2020,3,1,0.000781105,0
"1522",110000,2020,3,2,0.155917227,0
"1523",110000,2020,3,3,0.013018416,0
"1524",110000,2020,3,4,0.424226779,0
"1525",110000,2020,3,5,0.003211209,0
"1526",110000,2020,3,6,0,0
"1527",110000,2020,3,7,0.00229992,0
"1528",110000,2020,3,8,0.001432026,0
"1529",110000,2020,3,9,0.000607526,0
"1530",110000,2020,3,10,0,0
"1531",110000,2020,3,11,0,0
"1532",110000,2020,3,12,0.906602484,0
"1533",110000,2020,3,13,0.088178071,0
"1534",110000,2020,3,14,0.014450442,0
"1535",110000,2020,3,15,0.150449494,0
"1536",110000,2020,3,16,0.169629961,0
"1537",110000,2020,3,17,0,0
"1538",110000,2020,3,18,0,0
"1539",110000,2020,3,19,0.000347158,0
"1540",110000,2020,3,20,0,0
"1541",110000,2020,3,21,0.001128263,0
"1542",110000,2020,3,22,1.509224967,0
"1543",110000,2020,3,23,0.000173579,0
"1544",110000,2020,3,24,0.004426261,0
"1545",110000,2020,3,25,0,0
"1546",110000,2020,3,26,0.010067575,0
"1547",110000,2020,3,27,0.077199207,0
"1548",110000,2020,3,28,0,0
"1549",110000,2020,3,29,0.0000868,0
"1550",110000,2020,3,30,0,0
"1551",110000,2020,3,31,0.523470503,0
"1552",110000,2020,4,1,0.540351054,0
"1553",110000,2020,4,2,0.118424189,0
"1554",110000,2020,4,3,0,0
"1555",110000,2020,4,4,0,0
"1556",110000,2020,4,5,0.919447338,0
"1557",110000,2020,4,6,0.255551503,0
"1558",110000,2020,4,7,0,0
"1559",110000,2020,4,8,0,0
"1560",110000,2020,4,9,0,0
"1561",110000,2020,4,10,0,0
"1562",110000,2020,4,11,0.376362401,0
"1563",110000,2020,4,12,1.562557052,0
"1564",110000,2020,4,13,0.088047886,0
"1565",110000,2020,4,14,0.002473499,0
"1566",110000,2020,4,15,0.000607526,0
"1567",110000,2020,4,16,0.002777262,0
"1568",110000,2020,4,17,0.001779184,0
"1569",110000,2020,4,18,0.001909368,0
"1570",110000,2020,4,19,0,0
"1571",110000,2020,4,20,0,0
"1572",110000,2020,4,21,0.009980786,0
"1573",110000,2020,4,22,0.022825623,0
"1574",110000,2020,4,23,0.001735789,0
"1575",110000,2020,4,24,0.51908764,0
"1576",110000,2020,4,25,13.8095886,0
"1577",110000,2020,4,26,5.388886495,0
"1578",110000,2020,4,27,0.002560288,0
"1579",110000,2020,4,28,0.037710011,0
"1580",110000,2020,4,29,7.881479148,0
"1581",110000,2020,4,30,0,0
"1582",110000,2020,5,1,1.289126927,0
"1583",110000,2020,5,2,1.029539742,0
"1584",110000,2020,5,3,0,0
"1585",110000,2020,5,4,0.040877826,0
"1586",110000,2020,5,5,0.001388631,0
"1587",110000,2020,5,6,0.016012652,0
"1588",110000,2020,5,7,0.097898487,0
"1589",110000,2020,5,8,0.005163972,0
"1590",110000,2020,5,9,0.024561411,0
"1591",110000,2020,5,10,0.008982707,0
"1592",110000,2020,5,11,0.017878625,0
"1593",110000,2020,5,12,0.563567227,0
"1594",110000,2020,5,13,0.005858287,0
"1595",110000,2020,5,14,1.026719066,0
"1596",110000,2020,5,15,13.69849806,0
"1597",110000,2020,5,16,2.073052581,0
"1598",110000,2020,5,17,1.684322657,0
"1599",110000,2020,5,18,0.000781105,0
"1600",110000,2020,5,19,0.000607526,0
"1601",110000,2020,5,20,0.031895119,0
"1602",110000,2020,5,21,0.008244997,0
"1603",110000,2020,5,22,0.000130184,0
"1604",110000,2020,5,23,0,0
"1605",110000,2020,5,24,0.037840195,0
"1606",110000,2020,5,25,9.277574132,0
"1607",110000,2020,5,26,0,0
"1608",110000,2020,5,27,0.026427385,0
"1609",110000,2020,5,28,0.131095449,0
"1610",110000,2020,5,29,0.000303763,0
"1611",110000,2020,5,30,0.001171657,0
"1612",110000,2020,5,31,0,0
"1613",110000,2020,6,1,0,0
"1614",110000,2020,6,2,0,0
"1615",110000,2020,6,3,0.025993437,0
"1616",110000,2020,6,4,0.320383219,0
"1617",110000,2020,6,5,0.158347331,0
"1618",110000,2020,6,6,0.089132755,0
"1619",110000,2020,6,7,0.602579077,0
"1620",110000,2020,6,8,0.155960622,0
"1621",110000,2020,6,9,0,0
"1622",110000,2020,6,10,0,0
"1623",110000,2020,6,11,0.004990393,0
"1624",110000,2020,6,12,0.000954684,0
"1625",110000,2020,6,13,0.085053653,0
"1626",110000,2020,6,14,0.260455108,0
"1627",110000,2020,6,15,4.422529464,0
"1628",110000,2020,6,16,23.4188285,0
"1629",110000,2020,6,17,0.966660794,0
"1630",110000,2020,6,18,11.46779237,1
"1631",110000,2020,6,19,10.24584048,1
"1632",110000,2020,6,20,4.047512247,0
"1633",110000,2020,6,21,2.432317426,0
"1634",110000,2020,6,22,6.359713129,0
"1635",110000,2020,6,23,21.29305139,0
"1636",110000,2020,6,24,6.975484219,0
"1637",110000,2020,6,25,1.9220823,0
"1638",110000,2020,6,26,0.921617047,0
"1639",110000,2020,6,27,0.047907771,0
"1640",110000,2020,6,28,19.9060694,1
"1641",110000,2020,6,29,16.538856,1
"1642",110000,2020,6,30,20.87889205,1
"1643",110000,2020,7,1,2.432057064,0
"1644",110000,2020,7,2,0,0
"1645",110000,2020,7,3,3.251436161,0
"1646",110000,2020,7,4,7.765528496,0
"1647",110000,2020,7,5,0,0
"1648",110000,2020,7,6,0.0000868,0
"1649",110000,2020,7,7,1.527190354,0
"1650",110000,2020,7,8,4.941660517,0
"1651",110000,2020,7,9,3.365390694,0
"1652",110000,2020,7,10,9.65992498,1
"1653",110000,2020,7,11,11.48970679,1
"1654",110000,2020,7,12,1.607036655,0
"1655",110000,2020,7,13,0.318387059,0
"1656",110000,2020,7,14,3.296436507,0
"1657",110000,2020,7,15,0.766828089,0
"1658",110000,2020,7,16,0.817947062,0
"1659",110000,2020,7,17,3.936161416,0
"1660",110000,2020,7,18,0.524598762,0
"1661",110000,2020,7,19,2.94285633,0
"1662",110000,2020,7,20,12.78243533,0
"1663",110000,2020,7,21,5.850866678,0
"1664",110000,2020,7,22,1.816850118,0
"1665",110000,2020,7,23,5.082997092,0
"1666",110000,2020,7,24,0.016099441,0
"1667",110000,2020,7,25,0.196578081,0
"1668",110000,2020,7,26,8.517949514,0
"1669",110000,2020,7,27,0.61364473,0
"1670",110000,2020,7,28,25.46723242,1
"1671",110000,2020,7,29,14.41516177,1
"1672",110000,2020,7,30,0.002430104,0
"1673",110000,2020,7,31,0,0
"1674",110000,2020,8,1,0,0
"1675",110000,2020,8,2,1.995853329,0
"1676",110000,2020,8,3,0.611084442,0
"1677",110000,2020,8,4,0,0
"1678",110000,2020,8,5,0.0000434,0
"1679",110000,2020,8,6,0.035062934,0
"1680",110000,2020,8,7,0.147975994,0
"1681",110000,2020,8,8,2.43470416,0
"1682",110000,2020,8,9,5.510695477,0
"1683",110000,2020,8,10,8.111254226,0
"1684",110000,2020,8,11,19.13698476,1
"1685",110000,2020,8,12,21.22435733,1
"1686",110000,2020,8,13,0.451739036,0
"1687",110000,2020,8,14,0.327630137,0
"1688",110000,2020,8,15,1.530922328,0
"1689",110000,2020,8,16,0.005597919,0
"1690",110000,2020,8,17,0.131529396,0
"1691",110000,2020,8,18,0.370070168,0
"1692",110000,2020,8,19,0.229167512,0
"1693",110000,2020,8,20,0.398450315,0
"1694",110000,2020,8,21,0.854225061,0
"1695",110000,2020,8,22,1.335125343,0
"1696",110000,2020,8,23,0.48714912,0
"1697",110000,2020,8,24,21.01363267,1
"1698",110000,2020,8,25,35.14507968,1
"1699",110000,2020,8,26,0.306844062,0
"1700",110000,2020,8,27,17.35272376,0
"1701",110000,2020,8,28,0.001735789,0
"1702",110000,2020,8,29,0.055892399,0
"1703",110000,2020,8,30,0.003688551,0
"1704",110000,2020,8,31,0.141249812,0
"1705",110000,2020,9,1,0.039966537,0
"1706",110000,2020,9,2,3.853885116,0
"1707",110000,2020,9,3,1.672172139,0
"1708",110000,2020,9,4,0.173101538,0
"1709",110000,2020,9,5,0.368377777,0
"1710",110000,2020,9,6,10.31566261,0
"1711",110000,2020,9,7,0,0
"1712",110000,2020,9,8,0.002343315,0
"1713",110000,2020,9,9,0.105145406,0
"1714",110000,2020,9,10,0.167980961,0
"1715",110000,2020,9,11,0.094383515,0
"1716",110000,2020,9,12,0,0
"1717",110000,2020,9,13,0.001084868,0
"1718",110000,2020,9,14,30.50683508,0
"1719",110000,2020,9,15,0.807705925,0
"1720",110000,2020,9,16,0.056065978,0
"1721",110000,2020,9,17,0.003081025,0
"1722",110000,2020,9,18,0,0
"1723",110000,2020,9,19,0.050771822,0
"1724",110000,2020,9,20,0,0
"1725",110000,2020,9,21,0,0
"1726",110000,2020,9,22,0.000173579,0
"1727",110000,2020,9,23,0.002690473,0
"1728",110000,2020,9,24,0,0
"1729",110000,2020,9,25,0.00624884,0
"1730",110000,2020,9,26,0.098809776,0
"1731",110000,2020,9,27,0.404872737,0
"1732",110000,2020,9,28,6.094354412,0
"1733",110000,2020,9,29,9.966986031,1
"1734",110000,2020,9,30,9.80234648,1
"1735",110000,2020,10,1,0,0
"1736",110000,2020,10,2,0,0
"1737",110000,2020,10,3,0,0
"1738",110000,2020,10,4,0.003428183,0
"1739",110000,2020,10,5,0.000173579,0
"1740",110000,2020,10,6,0.002777262,0
"1741",110000,2020,10,7,0.194712105,0
"1742",110000,2020,10,8,0.054373585,0
"1743",110000,2020,10,9,0.009503443,0
"1744",110000,2020,10,10,0.269871764,0
"1745",110000,2020,10,11,0.000303763,0
"1746",110000,2020,10,12,0.003731946,0
"1747",110000,2020,10,13,0,0
"1748",110000,2020,10,14,0,0
"1749",110000,2020,10,15,0,0
"1750",110000,2020,10,16,0,0
"1751",110000,2020,10,17,0.013539153,0
"1752",110000,2020,10,18,0.000607526,0
"1753",110000,2020,10,19,0,0
"1754",110000,2020,10,20,2.942465765,0
"1755",110000,2020,10,21,0,0
"1756",110000,2020,10,22,0,0
"1757",110000,2020,10,23,0,0
"1758",110000,2020,10,24,1.739130177,0
"1759",110000,2020,10,25,1.675383362,0
"1760",110000,2020,10,26,0,0
"1761",110000,2020,10,27,0,0
"1762",110000,2020,10,28,0,0
"1763",110000,2020,10,29,0,0
"1764",110000,2020,10,30,9.745065364,0
"1765",110000,2020,10,31,3.511370539,0
"1766",110000,2020,11,1,0.000477342,0
"1767",110000,2020,11,2,0,0
"1768",110000,2020,11,3,0,0
"1769",110000,2020,11,4,1.478892035,0
"1770",110000,2020,11,5,0,0
"1771",110000,2020,11,6,0.00533755,0
"1772",110000,2020,11,7,0,0
"1773",110000,2020,11,8,1.244126613,0
"1774",110000,2020,11,9,4.579271168,0
"1775",110000,2020,11,10,0.000867894,0
"1776",110000,2020,11,11,0.179263588,0
"1777",110000,2020,11,12,0,0
"1778",110000,2020,11,13,0,0
"1779",110000,2020,11,14,0,0
"1780",110000,2020,11,15,0,0
"1781",110000,2020,11,16,0,0
"1782",110000,2020,11,17,0,0
"1783",110000,2020,11,18,0,0
"1784",110000,2020,11,19,0,0
