,citycode,VAR21,Year,Month,Day,incidence_n
1114,110000,FLU,2019,8,17,9
1115,110000,FLU,2019,8,18,7
1116,110000,FLU,2019,8,19,5
1117,110000,FLU,2019,8,20,4
1118,110000,FLU,2019,8,21,6
1119,110000,FLU,2019,8,22,16
1120,110000,FLU,2019,8,23,13
1121,110000,FLU,2019,8,24,8
1122,110000,FLU,2019,8,25,7
1123,110000,FLU,2019,8,26,4
1124,110000,FLU,2019,8,27,1
1125,110000,FLU,2019,8,28,13
1126,110000,FLU,2019,8,29,14
1127,110000,FLU,2019,8,30,9
1128,110000,FLU,2019,8,31,10
1129,110000,FLU,2019,9,1,17
1130,110000,FLU,2019,9,2,7
1131,110000,FLU,2019,9,3,5
1132,110000,FLU,2019,9,4,3
1133,110000,FLU,2019,9,5,17
1134,110000,FLU,2019,9,6,15
1135,110000,FLU,2019,9,7,11
1136,110000,FLU,2019,9,8,13
1137,110000,FLU,2019,9,9,8
1138,110000,FLU,2019,9,10,6
1139,110000,FLU,2019,9,12,6
1140,110000,FLU,2019,9,13,7
1141,110000,FLU,2019,9,14,11
1142,110000,FLU,2019,9,15,3
1143,110000,FLU,2019,9,16,4
1144,110000,FLU,2019,9,17,3
1145,110000,FLU,2019,9,18,13
1146,110000,FLU,2019,9,19,15
1147,110000,FLU,2019,9,20,17
1148,110000,FLU,2019,9,21,16
1149,110000,FLU,2019,9,22,14
1150,110000,FLU,2019,9,23,4
1151,110000,FLU,2019,9,24,4
1152,110000,FLU,2019,9,25,6
1153,110000,FLU,2019,9,26,12
1154,110000,FLU,2019,9,27,9
1155,110000,FLU,2019,9,28,2
1156,110000,FLU,2019,9,29,5
1157,110000,FLU,2019,9,30,6
1158,110000,FLU,2019,10,1,5
1159,110000,FLU,2019,10,2,2
1160,110000,FLU,2019,10,3,2
1161,110000,FLU,2019,10,4,2
1162,110000,FLU,2019,10,5,3
1163,110000,FLU,2019,10,6,5
1164,110000,FLU,2019,10,7,7
1165,110000,FLU,2019,10,8,10
1166,110000,FLU,2019,10,9,14
1167,110000,FLU,2019,10,10,10
1168,110000,FLU,2019,10,11,7
1169,110000,FLU,2019,10,12,12
1170,110000,FLU,2019,10,13,14
1171,110000,FLU,2019,10,14,13
1172,110000,FLU,2019,10,15,3
1173,110000,FLU,2019,10,16,3
1174,110000,FLU,2019,10,17,19
1175,110000,FLU,2019,10,18,19
1176,110000,FLU,2019,10,19,8
1177,110000,FLU,2019,10,20,10
1178,110000,FLU,2019,10,21,2
1179,110000,FLU,2019,10,22,6
1180,110000,FLU,2019,10,23,1
1181,110000,FLU,2019,10,24,5
1182,110000,FLU,2019,10,25,10
1183,110000,FLU,2019,10,26,6
1184,110000,FLU,2019,10,27,9
1185,110000,FLU,2019,10,28,6
1186,110000,FLU,2019,10,29,3
1187,110000,FLU,2019,10,30,6
1188,110000,FLU,2019,10,31,13
1189,110000,FLU,2019,11,1,11
1190,110000,FLU,2019,11,2,7
1191,110000,FLU,2019,11,3,8
1192,110000,FLU,2019,11,4,7
1193,110000,FLU,2019,11,5,6
1194,110000,FLU,2019,11,6,9
1195,110000,FLU,2019,11,7,9
1196,110000,FLU,2019,11,8,15
1197,110000,FLU,2019,11,9,6
1198,110000,FLU,2019,11,10,9
1199,110000,FLU,2019,11,11,7
1200,110000,FLU,2019,11,12,1
1201,110000,FLU,2019,11,13,5
1202,110000,FLU,2019,11,14,17
1203,110000,FLU,2019,11,15,7
1204,110000,FLU,2019,11,16,7
1205,110000,FLU,2019,11,17,7
1206,110000,FLU,2019,11,18,12
1207,110000,FLU,2019,11,19,1
1208,110000,FLU,2019,11,20,2
1209,110000,FLU,2019,11,21,8
1210,110000,FLU,2019,11,22,9
1211,110000,FLU,2019,11,23,9
1212,110000,FLU,2019,11,24,14
1213,110000,FLU,2019,11,25,10
1214,110000,FLU,2019,11,26,3
1215,110000,FLU,2019,11,27,8
1216,110000,FLU,2019,11,28,22
1217,110000,FLU,2019,11,29,12
1218,110000,FLU,2019,11,30,8
1219,110000,FLU,2019,12,1,14
1220,110000,FLU,2019,12,2,14
1221,110000,FLU,2019,12,3,2
1222,110000,FLU,2019,12,4,3
1223,110000,FLU,2019,12,5,9
1224,110000,FLU,2019,12,6,5
1225,110000,FLU,2019,12,7,8
1226,110000,FLU,2019,12,8,10
1227,110000,FLU,2019,12,9,10
1228,110000,FLU,2019,12,10,4
1229,110000,FLU,2019,12,11,5
1230,110000,FLU,2019,12,12,15
1231,110000,FLU,2019,12,13,14
1232,110000,FLU,2019,12,14,12
1233,110000,FLU,2019,12,15,11
1234,110000,FLU,2019,12,16,8
1235,110000,FLU,2019,12,17,1
1236,110000,FLU,2019,12,18,2
1237,110000,FLU,2019,12,19,9
1238,110000,FLU,2019,12,20,13
1239,110000,FLU,2019,12,21,5
1240,110000,FLU,2019,12,22,10
1241,110000,FLU,2019,12,23,6
1242,110000,FLU,2019,12,24,1
1243,110000,FLU,2019,12,25,2
1244,110000,FLU,2019,12,26,11
1245,110000,FLU,2019,12,27,7
1246,110000,FLU,2019,12,28,11
1247,110000,FLU,2019,12,29,5
1248,110000,FLU,2019,12,30,6
1249,110000,FLU,2019,12,31,1
3874,120000,FLU,2019,1,1,1
3875,120000,FLU,2019,1,4,3
3876,120000,FLU,2019,1,6,4
3877,120000,FLU,2019,1,7,1
3878,120000,FLU,2019,1,8,2
3879,120000,FLU,2019,1,9,3
3880,120000,FLU,2019,1,10,2
3881,120000,FLU,2019,1,11,1
3882,120000,FLU,2019,1,12,1
3883,120000,FLU,2019,1,14,2
3884,120000,FLU,2019,1,15,3
3885,120000,FLU,2019,1,16,1
3886,120000,FLU,2019,1,18,4
3887,120000,FLU,2019,1,19,1
3888,120000,FLU,2019,1,20,2
3889,120000,FLU,2019,1,21,2
3890,120000,FLU,2019,1,22,1
3891,120000,FLU,2019,1,25,3
3892,120000,FLU,2019,1,26,2
3893,120000,FLU,2019,1,27,1
3894,120000,FLU,2019,1,28,1
3895,120000,FLU,2019,1,30,1
3896,120000,FLU,2019,2,1,3
3897,120000,FLU,2019,2,2,1
3898,120000,FLU,2019,2,3,3
3899,120000,FLU,2019,2,5,3
3900,120000,FLU,2019,2,8,1
3901,120000,FLU,2019,2,10,2
3902,120000,FLU,2019,2,11,2
3903,120000,FLU,2019,2,14,2
3904,120000,FLU,2019,2,15,5
3905,120000,FLU,2019,2,16,3
3906,120000,FLU,2019,2,17,2
3907,120000,FLU,2019,2,18,6
3908,120000,FLU,2019,2,19,2
3909,120000,FLU,2019,2,21,2
3910,120000,FLU,2019,2,22,2
3911,120000,FLU,2019,2,23,3
3912,120000,FLU,2019,2,24,2
3913,120000,FLU,2019,2,25,1
3914,120000,FLU,2019,2,26,1
3915,120000,FLU,2019,2,27,2
3916,120000,FLU,2019,2,28,3
3917,120000,FLU,2019,2,29,1
3918,120000,FLU,2019,3,1,3
3919,120000,FLU,2019,3,2,4
3920,120000,FLU,2019,3,3,3
3921,120000,FLU,2019,3,4,4
3922,120000,FLU,2019,3,5,3
3923,120000,FLU,2019,3,6,1
3924,120000,FLU,2019,3,7,3
3925,120000,FLU,2019,3,8,2
3926,120000,FLU,2019,3,9,4
3927,120000,FLU,2019,3,10,1
3928,120000,FLU,2019,3,11,4
3929,120000,FLU,2019,3,13,1
3930,120000,FLU,2019,3,14,3
3931,120000,FLU,2019,3,15,5
3932,120000,FLU,2019,3,16,2
3933,120000,FLU,2019,3,17,1
3934,120000,FLU,2019,3,18,2
3935,120000,FLU,2019,3,19,3
3936,120000,FLU,2019,3,20,3
3937,120000,FLU,2019,3,21,4
3938,120000,FLU,2019,3,22,5
3939,120000,FLU,2019,3,23,1
3940,120000,FLU,2019,3,24,4
3941,120000,FLU,2019,3,25,2
3942,120000,FLU,2019,3,27,2
3943,120000,FLU,2019,3,28,1
3944,120000,FLU,2019,3,29,3
3945,120000,FLU,2019,3,30,2
3946,120000,FLU,2019,3,31,1
3947,120000,FLU,2019,4,1,3
3948,120000,FLU,2019,4,2,2
3949,120000,FLU,2019,4,3,1
3950,120000,FLU,2019,4,4,1
3951,120000,FLU,2019,4,5,5
3952,120000,FLU,2019,4,6,2
3953,120000,FLU,2019,4,8,4
3954,120000,FLU,2019,4,9,1
3955,120000,FLU,2019,4,10,2
3956,120000,FLU,2019,4,11,2
3957,120000,FLU,2019,4,14,2
3958,120000,FLU,2019,4,16,2
3959,120000,FLU,2019,4,17,1
3960,120000,FLU,2019,4,18,6
3961,120000,FLU,2019,4,19,2
3962,120000,FLU,2019,4,21,2
3963,120000,FLU,2019,4,22,1
3964,120000,FLU,2019,4,24,2
3965,120000,FLU,2019,4,25,1
3966,120000,FLU,2019,4,26,4
3967,120000,FLU,2019,4,27,1
3968,120000,FLU,2019,4,28,5
3969,120000,FLU,2019,4,29,4
3970,120000,FLU,2019,5,1,3
3971,120000,FLU,2019,5,2,1
3972,120000,FLU,2019,5,3,3
3973,120000,FLU,2019,5,4,5
3974,120000,FLU,2019,5,6,2
3975,120000,FLU,2019,5,8,1
3976,120000,FLU,2019,5,9,1
3977,120000,FLU,2019,5,10,1
3978,120000,FLU,2019,5,11,3
3979,120000,FLU,2019,5,12,2
3980,120000,FLU,2019,5,13,2
3981,120000,FLU,2019,5,14,1
3982,120000,FLU,2019,5,16,4
3983,120000,FLU,2019,5,17,6
3984,120000,FLU,2019,5,18,5
3985,120000,FLU,2019,5,19,1
3986,120000,FLU,2019,5,20,5
3987,120000,FLU,2019,5,21,3
3988,120000,FLU,2019,5,22,1
3989,120000,FLU,2019,5,23,3
3990,120000,FLU,2019,5,25,3
3991,120000,FLU,2019,5,26,3
3992,120000,FLU,2019,5,27,1
3993,120000,FLU,2019,5,29,1
3994,120000,FLU,2019,5,30,3
3995,120000,FLU,2019,5,31,1
3996,120000,FLU,2019,6,1,3
3997,120000,FLU,2019,6,2,3
3998,120000,FLU,2019,6,3,8
3999,120000,FLU,2019,6,4,3
4000,120000,FLU,2019,6,5,3
4001,120000,FLU,2019,6,7,4
4002,120000,FLU,2019,6,8,2
4003,120000,FLU,2019,6,9,1
4004,120000,FLU,2019,6,11,2
4005,120000,FLU,2019,6,12,1
4006,120000,FLU,2019,6,13,4
4007,120000,FLU,2019,6,14,4
4008,120000,FLU,2019,6,15,2
4009,120000,FLU,2019,6,16,3
4010,120000,FLU,2019,6,18,3
4011,120000,FLU,2019,6,20,1
4012,120000,FLU,2019,6,21,2
4013,120000,FLU,2019,6,22,1
4014,120000,FLU,2019,6,23,2
4015,120000,FLU,2019,6,24,2
4016,120000,FLU,2019,6,25,1
4017,120000,FLU,2019,6,26,1
4018,120000,FLU,2019,6,27,1
4019,120000,FLU,2019,6,28,4
4020,120000,FLU,2019,6,29,3
4021,120000,FLU,2019,6,30,3
4022,120000,FLU,2019,7,1,3
4023,120000,FLU,2019,7,2,1
4024,120000,FLU,2019,7,3,2
4025,120000,FLU,2019,7,4,4
4026,120000,FLU,2019,7,5,2
4027,120000,FLU,2019,7,7,2
4028,120000,FLU,2019,7,8,3
4029,120000,FLU,2019,7,9,1
4030,120000,FLU,2019,7,10,1
4031,120000,FLU,2019,7,11,4
4032,120000,FLU,2019,7,12,3
4033,120000,FLU,2019,7,13,2
4034,120000,FLU,2019,7,14,4
4035,120000,FLU,2019,7,15,2
4036,120000,FLU,2019,7,16,1
4037,120000,FLU,2019,7,17,3
4038,120000,FLU,2019,7,18,5
4039,120000,FLU,2019,7,19,4
4040,120000,FLU,2019,7,20,1
4041,120000,FLU,2019,7,21,3
4042,120000,FLU,2019,7,23,1
4043,120000,FLU,2019,7,25,4
4044,120000,FLU,2019,7,26,6
4045,120000,FLU,2019,7,28,3
4046,120000,FLU,2019,7,29,1
4047,120000,FLU,2019,7,31,1
4048,120000,FLU,2019,8,1,7
4049,120000,FLU,2019,8,3,2
4050,120000,FLU,2019,8,4,4
4051,120000,FLU,2019,8,5,1
4052,120000,FLU,2019,8,6,1
4053,120000,FLU,2019,8,7,2
4054,120000,FLU,2019,8,8,4
4055,120000,FLU,2019,8,9,3
4056,120000,FLU,2019,8,10,2
4057,120000,FLU,2019,8,11,3
4058,120000,FLU,2019,8,12,1
4059,120000,FLU,2019,8,13,1
4060,120000,FLU,2019,8,14,3
4061,120000,FLU,2019,8,15,2
4062,120000,FLU,2019,8,16,4
4063,120000,FLU,2019,8,17,1
4064,120000,FLU,2019,8,18,1
4065,120000,FLU,2019,8,19,4
4066,120000,FLU,2019,8,20,3
4067,120000,FLU,2019,8,21,3
4068,120000,FLU,2019,8,22,1
4069,120000,FLU,2019,8,23,2
4070,120000,FLU,2019,8,24,3
4071,120000,FLU,2019,8,26,2
4072,120000,FLU,2019,8,27,2
4073,120000,FLU,2019,8,28,2
4074,120000,FLU,2019,8,30,5
4075,120000,FLU,2019,8,31,1
4076,120000,FLU,2019,9,1,2
4077,120000,FLU,2019,9,2,5
4078,120000,FLU,2019,9,3,4
4079,120000,FLU,2019,9,4,3
4080,120000,FLU,2019,9,5,2
4081,120000,FLU,2019,9,6,1
4082,120000,FLU,2019,9,7,4
4083,120000,FLU,2019,9,8,3
4084,120000,FLU,2019,9,9,3
4085,120000,FLU,2019,9,10,5
4086,120000,FLU,2019,9,11,1
4087,120000,FLU,2019,9,12,2
4088,120000,FLU,2019,9,13,5
4089,120000,FLU,2019,9,14,3
4090,120000,FLU,2019,9,17,4
4091,120000,FLU,2019,9,18,4
4092,120000,FLU,2019,9,19,5
4093,120000,FLU,2019,9,20,3
4094,120000,FLU,2019,9,21,2
4095,120000,FLU,2019,9,22,5
4096,120000,FLU,2019,9,23,4
4097,120000,FLU,2019,9,24,3
4098,120000,FLU,2019,9,25,1
4099,120000,FLU,2019,9,27,1
4100,120000,FLU,2019,9,28,3
4101,120000,FLU,2019,9,29,2
4102,120000,FLU,2019,10,2,4
4103,120000,FLU,2019,10,3,1
4104,120000,FLU,2019,10,4,2
4105,120000,FLU,2019,10,5,1
4106,120000,FLU,2019,10,6,1
4107,120000,FLU,2019,10,7,5
4108,120000,FLU,2019,10,8,1
4109,120000,FLU,2019,10,9,2
4110,120000,FLU,2019,10,10,3
4111,120000,FLU,2019,10,11,3
4112,120000,FLU,2019,10,12,1
4113,120000,FLU,2019,10,13,2
4114,120000,FLU,2019,10,14,2
4115,120000,FLU,2019,10,15,1
4116,120000,FLU,2019,10,16,1
4117,120000,FLU,2019,10,17,1
4118,120000,FLU,2019,10,18,3
4119,120000,FLU,2019,10,19,2
4120,120000,FLU,2019,10,20,2
4121,120000,FLU,2019,10,22,1
4122,120000,FLU,2019,10,24,2
4123,120000,FLU,2019,10,25,1
4124,120000,FLU,2019,10,26,4
4125,120000,FLU,2019,10,27,1
4126,120000,FLU,2019,10,28,3
4127,120000,FLU,2019,10,30,2
4128,120000,FLU,2019,10,31,1
4129,120000,FLU,2019,11,2,3
4130,120000,FLU,2019,11,3,5
4131,120000,FLU,2019,11,4,3
4132,120000,FLU,2019,11,5,5
4133,120000,FLU,2019,11,6,1
4134,120000,FLU,2019,11,7,4
4135,120000,FLU,2019,11,8,1
4136,120000,FLU,2019,11,9,1
4137,120000,FLU,2019,11,11,7
4138,120000,FLU,2019,11,12,3
4139,120000,FLU,2019,11,13,2
4140,120000,FLU,2019,11,14,3
4141,120000,FLU,2019,11,16,4
4142,120000,FLU,2019,11,17,5
4143,120000,FLU,2019,11,19,1
4144,120000,FLU,2019,11,20,1
4145,120000,FLU,2019,11,21,1
4146,120000,FLU,2019,11,22,2
4147,120000,FLU,2019,11,23,3
4148,120000,FLU,2019,11,24,1
4149,120000,FLU,2019,11,25,2
4150,120000,FLU,2019,11,26,3
4151,120000,FLU,2019,11,29,1
4152,120000,FLU,2019,11,30,3
4153,120000,FLU,2019,12,1,4
4154,120000,FLU,2019,12,2,2
4155,120000,FLU,2019,12,5,4
4156,120000,FLU,2019,12,6,5
4157,120000,FLU,2019,12,7,2
4158,120000,FLU,2019,12,9,1
4159,120000,FLU,2019,12,10,2
4160,120000,FLU,2019,12,12,2
4161,120000,FLU,2019,12,13,4
4162,120000,FLU,2019,12,14,2
4163,120000,FLU,2019,12,15,2
4164,120000,FLU,2019,12,16,5
4165,120000,FLU,2019,12,18,1
4166,120000,FLU,2019,12,19,9
4167,120000,FLU,2019,12,20,2
4168,120000,FLU,2019,12,21,3
4169,120000,FLU,2019,12,23,1
4170,120000,FLU,2019,12,24,1
4171,120000,FLU,2019,12,25,1
4172,120000,FLU,2019,12,27,2
4173,120000,FLU,2019,12,28,1
4174,120000,FLU,2019,12,29,2
4175,120000,FLU,2019,12,31,1
6162,130100,FLU,2019,1,2,1
6163,130100,FLU,2019,1,5,7
6164,130100,FLU,2019,1,6,5
6165,130100,FLU,2019,1,8,3
6166,130100,FLU,2019,1,9,1
6167,130100,FLU,2019,1,10,1
6168,130100,FLU,2019,1,14,1
6169,130100,FLU,2019,1,18,2
6170,130100,FLU,2019,1,20,1
6171,130100,FLU,2019,1,21,2
6172,130100,FLU,2019,1,24,1
6173,130100,FLU,2019,1,25,2
6174,130100,FLU,2019,1,27,1
6175,130100,FLU,2019,1,28,7
6176,130100,FLU,2019,1,29,1
6177,130100,FLU,2019,2,1,2
6178,130100,FLU,2019,2,2,1
6179,130100,FLU,2019,2,3,1
6180,130100,FLU,2019,2,4,1
6181,130100,FLU,2019,2,5,3
6182,130100,FLU,2019,2,7,1
6183,130100,FLU,2019,2,15,1
6184,130100,FLU,2019,2,16,4
6185,130100,FLU,2019,2,17,2
6186,130100,FLU,2019,2,18,1
6187,130100,FLU,2019,2,20,1
6188,130100,FLU,2019,2,21,2
6189,130100,FLU,2019,2,23,2
6190,130100,FLU,2019,2,24,1
6191,130100,FLU,2019,2,25,4
6192,130100,FLU,2019,2,27,1
6193,130100,FLU,2019,2,29,1
6194,130100,FLU,2019,3,1,4
6195,130100,FLU,2019,3,3,6
6196,130100,FLU,2019,3,4,1
6197,130100,FLU,2019,3,8,3
6198,130100,FLU,2019,3,9,1
6199,130100,FLU,2019,3,10,6
6200,130100,FLU,2019,3,13,1
6201,130100,FLU,2019,3,15,1
6202,130100,FLU,2019,3,16,3
6203,130100,FLU,2019,3,17,6
6204,130100,FLU,2019,3,22,1
6205,130100,FLU,2019,3,24,5
6206,130100,FLU,2019,3,27,1
6207,130100,FLU,2019,3,29,2
6208,130100,FLU,2019,3,30,3
6209,130100,FLU,2019,3,31,5
6210,130100,FLU,2019,4,1,1
6211,130100,FLU,2019,4,5,2
6212,130100,FLU,2019,4,6,1
6213,130100,FLU,2019,4,7,3
6214,130100,FLU,2019,4,9,1
6215,130100,FLU,2019,4,14,3
6216,130100,FLU,2019,4,15,1
6217,130100,FLU,2019,4,19,3
6218,130100,FLU,2019,4,20,3
6219,130100,FLU,2019,4,21,3
6220,130100,FLU,2019,4,22,1
6221,130100,FLU,2019,4,26,2
6222,130100,FLU,2019,4,28,4
6223,130100,FLU,2019,4,29,1
6224,130100,FLU,2019,5,2,1
6225,130100,FLU,2019,5,3,5
6226,130100,FLU,2019,5,4,1
6227,130100,FLU,2019,5,5,3
6228,130100,FLU,2019,5,6,1
6229,130100,FLU,2019,5,9,2
6230,130100,FLU,2019,5,10,4
6231,130100,FLU,2019,5,11,1
6232,130100,FLU,2019,5,12,3
6233,130100,FLU,2019,5,13,1
6234,130100,FLU,2019,5,14,1
6235,130100,FLU,2019,5,16,2
6236,130100,FLU,2019,5,19,7
6237,130100,FLU,2019,5,20,1
6238,130100,FLU,2019,5,21,1
